Filename,Rest Mean,Rest Std,Rest SD1,Rest SD2,Exercise Mean,Exercise Std,Exercise SD1,Exercise SD2,Recovery Mean,Recovery Std,Recovery SD1,Recovery SD2
hrrv100wD.txt,775.3211488250653,49.318845896473455,19.884154021527607,66.81287619457727,622.5987525987526,24.36510060192896,13.289446000492271,31.804603764124497,710.5995260663507,54.438393370498815,22.931996959719186,73.52026389280238
hrrv150wD.txt,880.4897360703812,55.127078307188924,27.946403535844023,72.47505807414758,657.4934210526316,32.529405734184664,17.76395906768088,42.47031419722509,791.5437665782493,81.30320380654206,38.2287696609142,108.39193890352435
hrrv200wD.txt,807.7735849056604,48.884345085375536,21.198705977845325,65.72414306356504,569.8365019011407,25.347093906646457,9.567952460464793,34.56731607309556,719.4292565947242,74.89196316327772,27.82178431898838,102.27276435190635
hrrv250wD.txt,822.8756906077348,75.40713446611312,30.912708840653806,102.17418745857755,540.2882882882883,20.707133030221836,10.106249630226223,27.49348641273346,758.587341772152,86.46374431098619,30.523540886066122,118.12260542794083
hrrv300wD.txt,839.4831460674158,77.58063762255685,33.797282997722895,104.38343643740903,477.4203821656051,9.563650256224149,4.873274446175918,12.62502948002219,715.665071770335,70.41097929228903,25.193995516232484,96.45676541749204
hrrv350wD.txt,854.0626780626781,57.64496457112562,27.834203008939507,76.70785501033284,457.0782747603834,12.90745905513436,4.59608529076648,17.668521951021656,695.8027842227378,50.12532406775796,16.006139810332378,69.02112851730075
GRG50W.txt,902.566265060241,72.94802453555947,32.785142350040005,97.92313825895367,785.1020942408377,49.83462226972316,27.021304902524054,65.02699263096343,840.9803921568628,64.95934653586981,24.303760054958342,88.70945929348176
GRG100W.txt,763.5063613231553,40.192230019440366,20.340845606807992,53.05712439737369,647.1511879049676,24.530820603803885,17.798353442984137,29.651496604620466,794.657824933687,53.584976996592246,27.928289630804958,70.37376208520519
GRG200W.txt,784.7978436657681,55.76862671617837,22.120309855607992,75.75987800090655,524.1188811188811,13.457256607178959,4.903267433420568,18.38745667348278,751.3883248730964,58.35558743174122,21.279611907919136,79.76843743766221
GRG250Wtts.txt,773.3044619422573,76.99982415384868,28.150137888790077,105.24687883244027,501.84615384615387,17.803641267946734,3.848143410164521,24.903472674415887,731.5195121951219,43.78022562595592,15.863144842785069,59.82201819249001
SYGH100W.txt,662.5952380952381,38.94321844735677,20.96515067110456,51.00570806934642,566.0981132075472,18.494614112140738,11.68012546220521,23.407877959484747,679.5487528344671,59.620629862886375,26.433320914055702,80.0750059831245
SYGH150W.txt,774.390180878553,72.40686939528733,27.614551807019986,98.70640500927672,550.2238532110092,19.363291189857772,10.339281178791767,25.32855629981812,717.0502392344498,68.2517144039732,28.372226092241274,91.93113726153014
SYGH200W.txt,634.0527426160338,31.762557948231535,14.046810898062224,42.61490743707699,493.7138157894737,14.163530583779082,4.845045364070511,19.44136610898803,612.3913043478261,35.30432742811678,13.6284042532362,48.071823197234785
SYGH250W.txt,636.9490445859873,46.40134106228024,17.75935474196807,63.227731187506436,464.56811145510835,10.837135380004428,3.8804818689028453,14.834758031545167,617.7463917525773,49.27661887135644,16.270632165788154,67.83506585873944
AOG50W.txt,1007.2818791946308,106.42721812997243,64.88134728555832,136.01747694783631,803.0348525469169,79.61786324205309,51.120469670718386,100.2434124777154,1009.4276094276095,106.33291684163223,64.46056043311563,135.713888329369
AOG100W.txt,958.7179487179487,60.27201107370788,35.273893865356534,77.61164570106124,702.2576112412178,65.2589448993454,37.57143430927728,84.04965905736255,912.045731707317,81.26249086021218,41.04167345814067,107.48994259242173
AOG150W.txt,966.4147909967845,82.68250770424046,48.248115457096254,106.23234024011732,614.6639344262295,36.58654922946806,18.882403833675088,48.18759232735593,869.5971014492753,105.9305897589118,52.718454692036254,140.28115591448278
AOG200W.txt,846.3022598870057,63.421259027141886,35.5086870430896,82.48467526706924,500.5025041736227,18.319358847601933,5.558596343595817,25.32227156766883,735.4460784313726,72.73853278206789,32.70095686447997,97.60395902836059
AOG250Wtts.txt,990.036303630363,80.67427480950678,50.248389648342524,102.4699168274526,479.52396166134184,15.049552898747665,3.0006665926090488,21.00444859505939,899.0120120120121,92.59320362323074,47.370384347744235,122.06455669281809
eula50wD.txt,987.2927631578947,120.43811121002621,77.69341881223063,151.7335057839566,873.9387755102041,96.8066166793518,66.18563297042574,120.04840383941105,926.570987654321,133.22654713677565,65.05123010904322,176.6366414507318
eula100wD.txt,759.0607594936708,99.03734804751149,37.40275038069539,135.06697453103428,604.9516129032259,13.85268393623607,6.9828794963543555,18.300686038272033,772.9355670103092,105.55976698103719,37.4871898878104,144.52660710317375
eula150wD.txt,763.7837150127226,99.29451675673943,42.52740712931905,133.95092765622735,610.1995926680245,28.19998555265817,11.159237045092798,38.31689059984649,820.4890710382514,99.25024199615586,42.45748881133202,133.96759132140755
eula200wD.txt,658.8763796909492,59.08229523174789,14.44378023962631,82.33049879560583,536.9102333931777,13.368517350081254,4.960183188773077,18.25236196189,677.1179138321995,66.82246876729295,20.74359156243419,92.28895227715377
eula250wD.txt,624.5979166666667,36.051681592676395,13.420880811394364,49.234050435852645,483.81612903225806,8.283002290902292,3.083648050421634,11.309191458621381,628.0041928721174,41.149672901544434,12.50096634920139,56.8467100998822
eula300wD.txt,627.2192066805845,66.15105733731357,24.670803301977287,90.29508731559407,436.1264534883721,7.217348139479022,2.4749104934339465,9.867684427401384,572.5755258126195,62.15578661872096,21.407937977047645,84.76560199326858
eula350wD.txt,605.9494949494949,64.78841612033193,23.304054311823535,88.69336315110694,382.3541401273885,6.954955072234288,1.5716314804062945,9.708269493179781,519.5095320623917,28.779632384071846,8.536888907688926,39.486336293519045
SFDP50W.txt,651.1496746203904,60.05013582214909,18.374308623491235,82.94529826754261,649.8785249457701,29.718169956946234,17.165752051053893,38.38357964097227,682.1118721461187,65.93457941900999,16.570182202230093,91.83187080027828
SFDP50Wtts.txt,652.1543478260869,59.721856047782545,18.43276660004109,82.46769406831729,649.2640692640692,29.509840737018674,17.072608752947993,38.07533524017811,681.9543378995434,65.86139948687578,16.661662101413935,91.74752339284764
SFDP100W.txt,647.3275862068965,49.48807342597792,15.645678541355707,68.28769290617059,572.2011494252873,30.067417202395067,11.857317120235388,40.85767090978949,629.7863247863248,42.35368561038582,14.236417697760078,58.13035692259827
