File,Mean_RR_Rest,STD_RR_Rest,Mean_RR_Exercise,STD_RR_Exercise,Mean_RR_Recovery,STD_RR_Recovery,SD1_Rest,SD2_Rest,SD1_Exercise,SD2_Exercise,SD1_Recovery,SD2_Recovery
YARV50Wtts.txt,708.3066037735849,60.2283418660795,25.742175014323966,81.27754156802838,636.0403397027601,35.40191538071712,19.918103601091893,45.938041522073284,718.3971291866029,65.38019242198986,29.111173656427464,87.73453825521922
YARV100W.txt,648.6530612244898,44.909784054043634,15.06353966611856,61.64056018356781,543.8768382352941,14.559130711071575,7.604883571998089,19.149405725910153,690.9604651162791,48.80350559051267,22.797016530764783,65.1096309810533
YARV150W.txt,676.725,38.940622777155575,13.334149557400892,53.477826259868095,467.1239242685026,10.583905998429572,2.897829151814069,14.687864479691484,627.2135076252723,28.871402811999463,11.30043280849847,39.27925617204873
YARV200W.txt,607.4493927125507,30.549098823082442,10.815294181634364,41.822764177450935,387.62144702842374,6.818435639703246,1.3572668678569249,9.541789826574567,555.4672897196261,21.632840108479822,6.649462820803155,29.851813610883653
CAMV50W.txt,643.3591397849463,65.16818644086402,25.835583420733023,88.47668371452606,588.3742574257426,40.387976481256935,21.187255640769088,53.10079528859143,631.64,59.83101536828537,28.331670340871142,79.68578775177072
CAMV100Wb.txt,681.374149659864,52.654637076736336,20.20868400195592,71.74262375849447,557.9289719626169,30.096148135400963,11.84627661600561,40.91650237948907,670.6741573033707,57.686634146232905,21.084690872507217,78.72436632229912
CAMV150W.txt,615.0250521920668,49.55167900506156,18.926581338729616,67.44211385203093,488.76752136752134,17.00348797329802,5.877094496945527,23.309057085465213,551.4608208955224,61.56002375486274,16.4344634468256,85.27599368041
CAMV200W.txt,627.7426778242677,54.31739493009985,16.99947588290595,74.93450569037542,412.8713692946058,6.777539725916323,1.598778966219372,9.45515511187096,547.3315018315018,36.22535787845522,13.402553501738856,49.478530111737726
jlm50wD.txt,755.0251889168766,54.47213481507694,18.187609557447107,74.88572046395954,633.5234042553192,31.88640884863188,13.760477690424002,42.92537682661686,759.7037974683544,55.540254401622576,18.074226538765615,76.52681205542096
jlm100wD.txt,755.1385390428212,46.983339679479926,23.812981350685195,61.94130466026246,564.5668549905838,11.723620196988147,4.9229918806152595,15.84043302169051,739.2857142857143,58.198379464320546,16.148730026893183,80.72995977105357
jlm150wD.txt,840.515406162465,39.48254818764429,12.808935171384041,54.272216414789895,541.8032490974729,13.852990016731205,7.005164718303245,18.311389004523903,783.0261096605744,65.27579047550535,12.847728831418198,91.47717211437535
jlm200wD.txt,712.2731591448932,51.76347602885528,11.423190697624099,72.34137511962709,448.0298273155416,7.989438994634541,3.385132123987976,10.771920097064182,658.2815964523281,33.12849528898187,10.407315802944687,45.712455719485185
mme50wD.txt,636.0995762711865,48.24255277372393,15.743363782391404,66.34918784830055,536.1803571428571,16.950810343491558,7.15331715588908,22.87317626802955,620.9316770186335,51.549585073055354,13.7547803836517,71.6529040317291
mme100wD.txt,774.2118863049095,59.85284765930224,29.150138420738013,79.37076300447801,483.28985507246375,12.054080104303296,2.8036554479763987,16.81139770221767,704.0821596244132,59.393138433564914,22.609446229917474,80.98055351948828
mme150wrD.txt,630.0189873417721,38.9665232582983,10.818412774907765,54.07117407298566,437.52623906705537,8.838115481950492,1.534755502532812,12.404059777956135,604.695564516129,29.99640537073055,7.078634805318798,41.84715289239046
mme200wD.txt,640.3782051282051,39.40096471801242,21.622094933039257,51.409246562540474,381.5419847328244,6.289972886325376,1.1791716837986785,8.819050716881273,533.5150976909414,27.67595482426047,5.757634572624952,38.68510509557106
XPM50W.txt,817.3487738419618,51.573638708822926,22.912997719217675,69.16017160422153,675.6846846846847,31.355555273702265,14.598385760663943,41.907547168361866,815.179347826087,49.238223129657854,19.75059065098232,66.86056079295687
XPM100W.txt,854.3314285714285,47.09078024065294,26.279929042657365,61.25338822834275,621.792531120332,21.966461285201575,9.282917492499713,29.623685437076436,804.005361930295,56.68009067586698,22.156275355627997,77.11102412712269
XPM150W.txt,861.235632183908,56.81014657027365,26.888846878498367,75.77529776518321,565.1735849056604,13.001308365850072,4.921500992856174,17.708187925577832,853.017094017094,50.98857191204061,23.861804506066054,68.09386915607949
XPM200W.txt,918.1993865030674,70.04183762601127,33.00333316500017,93.26985702844314,454.2094801223242,5.596566939064297,1.7010491312756908,7.715951477570024,731.8243902439025,40.073510382599316,18.207510742349235,53.72207046108488
dcbl50wD.txt,595.484126984127,37.09227749322854,14.58559435279394,50.43003759899055,510.46938775510205,19.06676637233658,6.605518832460975,26.149027001396178,581.9398058252427,46.239207798429824,13.666326590941413,63.98717410450984
dcbl100wD.txt,695.0324074074074,58.74220882728273,30.42826564804553,77.17593554568221,485.7071197411003,14.090208027359656,5.6733760769237485,19.116550906157,656.938596491228,61.16999394665388,26.592447081046185,82.26270242429129
dcbl150wD.txt,664.6393805309734,66.63598477454127,29.172132314409264,89.46584299255798,434.2083936324168,8.379389582689381,2.809275526805309,11.50146905926651,615.3381147540983,59.74620522735147,25.606162630931735,80.45342547676333
dcbl200wD.txt,705.8023529411764,78.66233716704147,39.22821171478025,104.1928567080589,405.8509485094851,9.974466340367615,2.220540596958507,13.933306483968511,584.6686159844055,45.3273917829251,17.575729003372803,61.67038293542258
